,CUSIP,SYMBOL,YTD_FTD_SUM,YTD_PCT_OUTSTANDING
0,09255R202,DSU,905868,1.8958904040781397
1,09256U105,BSL,268457,1.9046706172859127
2,09257A108,BCX,1209327,1.2718370936421082
3,09257R101,BGB,1635410,3.4982644188298306
4,09354A100,BLNK,37221070,87.82620971640004
5,093698108,BDR,4662602,37.88543986125742
6,09523Q200,APRN,2222653,8.893551140781005
7,09564P103,BLAGF,15459062,21.66238119719019
8,09609Y101,BBRRF,8158438,5.664266693851095
9,09627J102,BRG,711627,2.6672839118170026
10,09661T107,BKLC,1283793,29.13249457251723
11,09661T206,BKMC,367059,29.4005416199097
12,09661T305,BKSE,144163,8.659598252498684
13,09661T404,BKIE,411632,43.624447715670414
14,09661T602,BKAG,1035208,26.61560240217325
15,09661T800,BKHY,327355,37.21025662010767
16,099724106,BWA,2694133,1.103783056291591
